longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.213,28.659,-4.69986559892277e-07,,,2.552934347477276e-05,,2.106487227138132e-05,,,,-4.153412646701327e-06,,1.132247234636452e-05,9.399349920613532e-08,2.6812287615030076e-05,8.017706022656057e-06
77.223,28.659,3.203025698894635e-06,,,0.0004624084976967,,,,,,5.209514711168595e-06,,-8.634919140604325e-06,1.0763397767732386e-05,-2.106530700984877e-05,1.5475990949198604e-05
77.233,28.659,7.4360486905789e-06,,,-4.765256562677678e-06,,,,,,5.958415385975968e-06,,7.80467325967038e-06,1.269297717954032e-05,8.717075979802758e-05,3.244596518925391e-05
77.244,28.659,3.5424961879471084e-06,,,-1.5269250070559792e-05,,,,1.4019043192092797e-05,,9.276663149648812e-06,,3.241151716792956e-06,2.451391537761083e-06,2.3132297428674065e-05,1.595057619852014e-05
77.254,28.659,0.0001052209190675,,,2.640512138896156e-05,1.9522422007867132e-05,3.4180811780970544e-05,,,,2.670651838343474e-06,,-1.070662801794242e-05,3.5921209473599447e-06,8.403525862377137e-05,8.54503086884506e-05
77.264,28.659,7.67795972933527e-06,,,-1.5193649005595944e-06,,,,,,-2.5488086521363584e-06,,-5.887732967835291e-09,5.455214704852551e-06,0.0003717802464962,2.3699107259744775e-05
77.275,28.659,2.537764771659568e-07,,,3.4788361517712474e-05,,,,1.5199520930764264e-05,,9.284828593081327e-06,,1.332816100330092e-05,5.449840500659775e-06,0.0003594773297663,2.085200867441017e-05
77.285,28.659,-1.4398027587958495e-06,,,3.869567080982961e-06,,,,1.5199520930764264e-05,,2.3123253413359635e-05,,2.1519539586734027e-05,-5.454588745124056e-07,0.0004320705484133,1.4807549177930923e-06
77.296,28.659,0.0001212006609421,,,-5.923837306909263e-06,,,,,,-4.495821485761553e-06,,1.7980240954784676e-05,3.819311586994445e-06,0.0005675504799,1.4799957170907874e-05
77.306,28.659,1.3191147445468232e-05,,,5.69214898860082e-05,,,,,,8.73884744123643e-07,,1.3062331163382623e-05,6.872293397464091e-06,8.348148548975587e-05,1.5241292203427292e-05
77.316,28.659,-8.034145139390603e-06,,,2.9161536076571792e-05,1.094995968742296e-05,1.7920061509357765e-05,,,,3.821779046120355e-06,,-4.49772073807253e-07,-7.33710794520448e-06,0.0003640445647761,1.0297627341060434e-05
76.953,28.668,2.5001613721542526e-06,,,-1.7522837879369035e-05,,3.503053085296415e-05,,2.2311758584692143e-05,,7.004419330769451e-06,,-5.620029241981683e-06,2.813170794979669e-05,,1.1042930964322297e-05
76.963,28.668,2.139183015970048e-05,,,2.503049654478673e-05,,,,,,1.5514906408498064e-05,,-3.953345185436774e-06,1.6612644685665146e-05,0.000227100943448,0.0002676032017916
76.974,28.668,4.212714884488378e-06,,,4.37805283581838e-06,2.4859244149411097e-05,,,,,-5.839118330186466e-06,,-1.43719057632552e-06,2.1884602574573364e-06,0.0001291036023758,1.000801148620667e-05
76.984,28.668,4.165945028944407e-06,,,,4.360545790405013e-05,,,2.0222720195306465e-05,,1.346636054222472e-05,,-6.536891305586323e-06,2.5246868062822614e-06,9.018316632136704e-06,1.3069443411950488e-05
76.994,28.668,2.372027483943384e-05,,,-1.334187345491955e-05,,,,,,1.5607260138494894e-05,,-1.683485970715992e-05,1.2847523066739086e-05,0.0003681929374579,2.217493238276802e-05
77.005,28.668,8.525633347744588e-06,,,2.621005660330411e-05,,,,,,1.6741647414164618e-05,,-3.2468758490722398e-06,3.3029866699507693e-06,0.0003307027509436,1.627318124519661e-05
77.015,28.668,4.311749580665492e-05,,,1.9004824935109355e-05,2.005735586863011e-05,2.0654617401305583e-05,,2.0336625311756507e-05,,1.298112329095602e-05,,2.9789012842229567e-05,2.721280679907068e-06,0.0001010769774438,7.861007179599255e-05
77.026,28.668,-3.783454531003372e-06,,,2.8331956855254248e-05,,,,2.498387766536325e-05,,1.4679124433314428e-05,,2.286397648276761e-05,1.3978471997688755e-06,-2.02425908355508e-05,1.387409520248184e-05
77.036,28.668,1.3981114079797408e-06,,,5.648933438351378e-05,,4.039820851176046e-05,,,,8.983063708001282e-06,,-4.933875970891677e-06,3.687837761390256e-06,4.312580495025031e-05,2.6101504772668704e-05
77.046,28.668,3.651254883152433e-05,,,7.840145553927869e-05,,4.039820851176046e-05,,,,-1.3325131476449316e-05,,1.5148505553952418e-05,4.70760778625845e-06,7.072566222632304e-05,2.022040825977456e-05
77.057,28.668,3.69359040632844e-05,,,1.3986054000270087e-05,,,,1.0237803508061916e-05,,1.1226159585930873e-05,,1.3754784959019162e-05,7.708094926783815e-06,0.000471817824291,2.0840652723563835e-05
77.067,28.668,1.7661801393842325e-05,,,3.2507130526937544e-05,,,,,,8.567809345549904e-06,,8.227607963817718e-07,3.3788276141422102e-06,3.668223871500231e-05,2.59984408330638e-05
77.078,28.668,5.3034482334624045e-06,,,5.145860086486209e-06,1.5458410416613333e-05,,,,,7.791356438247021e-06,,1.6676167433615774e-05,9.17997840588214e-06,0.0003764096181839,1.304316447203746e-05
77.088,28.668,3.022198325197678e-05,,,7.544372783740982e-05,,,,,,1.1950349289691076e-05,,5.94203675063909e-06,8.7797234300524e-06,6.017209557285241e-07,2.109582601406146e-05
77.098,28.668,-7.958363994475803e-07,,,1.042363601300167e-05,1.6716725440346636e-05,,,1.6619440430076793e-05,,-5.98892893322045e-06,,2.7087528451374965e-06,2.5459912649239413e-05,-3.851993096759543e-05,1.4281092262535822e-05
77.109,28.668,3.047779955522856e-06,,,2.3157685063779357e-05,,,,,,1.3610052747026202e-06,,4.935290235152934e-06,8.29789769341005e-06,7.261391147039831e-05,1.6474890799145214e-05
77.119,28.668,9.97594997897977e-06,,,,,,,,,2.749490249698283e-06,,-9.74146769294748e-06,5.601782049780013e-06,0.0003089631500188,1.8133705452783037e-05
77.129,28.668,1.5577516023768112e-05,,,0.0003461549349594,3.41704799211584e-05,,,,,1.445427733415272e-05,,5.518086709344061e-06,1.0947524060611611e-05,,2.3944632630445994e-05
77.14,28.668,7.549302245024592e-05,,,0.0003496212884783,,2.379774196015205e-05,,,,-2.1171069874981185e-06,,1.5564532077405602e-05,8.331880962941796e-06,-1.7471065802965313e-05,0.0002415603521512
77.15,28.668,5.8931371313519776e-05,,,,,,,1.666805474087596e-05,,3.1628255783289205e-06,,1.3181880603951868e-05,9.776475053513424e-06,2.218727786384989e-05,1.0388335795141757e-05
77.161,28.668,4.5884000428486615e-05,,,,,1.4799018572375644e-05,,3.165666203130968e-05,,8.770975910010748e-06,,-3.665044687295449e-06,5.938192657595209e-07,0.0001418219180777,2.0424267859198156e-05
77.171,28.668,7.279980491148308e-05,,,3.185962123097852e-05,4.77401954412926e-05,,,2.814788604155183e-05,,9.7233696578769e-06,,1.1794337297033051e-05,5.182884024179657e-07,3.79954872187227e-05,1.81426130438922e-05
77.181,28.668,3.973598722950555e-06,,,,,,,,,3.0086987408139976e-06,,7.599854143336415e-06,3.207231884516659e-06,3.417867992538959e-05,2.1938882127869878e-05
77.192,28.668,0.0001209317852044,,,0.0001031170977512,,2.5842477043624967e-05,,,,-4.7383417722812737e-07,,-1.137995241151657e-06,8.215207344619557e-06,0.0004059041966684,9.875207979348488e-06
77.202,28.668,3.737221504707122e-06,,,-1.4816154362051748e-05,,,,,,4.084844476892613e-06,,2.49178810918238e-07,1.143020472227363e-05,2.2604184778174385e-05,2.569444041000679e-05
77.213,28.668,1.1469101082184352e-05,,,1.0934412784990856e-05,,,,,,5.016666818846716e-06,,-1.907289174596372e-06,1.3625095562019853e-05,0.0003605441597755,9.846407010627445e-06
77.223,28.668,-7.384157015621895e-06,,,-1.034728302329313e-05,,,,,,-1.0345142072765157e-05,,3.195078306816868e-06,1.2933824109495616e-05,7.39068991606473e-06,2.203444273618516e-05
77.233,28.668,7.328409992624074e-06,,,,,,,,,1.369945766782621e-05,,1.1512848686834332e-05,4.855971383221913e-06,-2.8548283808049742e-05,-1.825744948291685e-05
77.244,28.668,3.451871089055203e-05,,,-1.2702335880021565e-05,,,,,,3.0197982141544344e-06,,6.082513550609292e-07,5.2851560212729964e-06,0.0003209483111277,1.2524988960649353e-05
77.254,28.668,2.8864402338513173e-05,,,-4.255603471392533e-06,,,,,,3.3206679290742613e-06,,1.2218391930218786e-05,8.50037486088695e-06,0.0003863562305923,1.1878329132741785e-05
77.264,28.668,1.487217673457053e-06,,,0.0001944166288012,1.2624703231267633e-05,,,,,-8.100143531919457e-06,,4.561669356917264e-06,1.140210315497825e-06,2.232765473308973e-05,2.612381285871379e-05
77.275,28.668,2.726689308474306e-05,,,0.0003718801017384,2.509822843421716e-05,,,,,8.33123704069294e-06,,3.8224816307774745e-06,5.600985787168611e-06,0.0005878647789359,1.1117299436591566e-05
77.285,28.668,9.852669791143852e-06,,,1.882517972262576e-05,,,,2.5035866201506e-05,,-7.931867003208026e-06,,5.826309916301398e-06,3.918125457857968e-06,,3.4939643228426576e-05
77.296,28.668,1.7787118849810213e-05,,,9.84113139566034e-05,,,,1.5199520930764264e-05,,2.0052337276865728e-05,,-4.49772073807253e-07,6.825155196565902e-06,0.0005809403955936,1.729749965306837e-05
77.306,28.668,4.313728368288139e-06,,,0.000101980913314,3.6023524444317445e-05,2.7362177206669003e-05,,,,1.6765885447966866e-05,,1.2985499779460952e-05,7.715423635090701e-06,2.1851597921340726e-05,1.9802739188889973e-05
77.316,28.668,8.309099030157086e-06,,,3.747133814613335e-05,4.2912961362162605e-05,,,,,1.4554414065059973e-06,,6.353144271997735e-06,1.8116599676432088e-05,0.0006956565775908,0.00011963925499
76.963,28.678,4.439376425580122e-06,,,2.0944024072377943e-05,,2.530841447878629e-05,,,,1.1388138773327228e-05,,1.523564333183458e-05,1.1835968507512009e-05,0.0004783012846019,6.805857265135273e-05
76.974,28.678,8.897478437575046e-06,,,,,2.530841447878629e-05,,1.6040470654843375e-05,,-5.048189905210165e-06,,1.770393396327563e-06,1.2438988960639108e-05,0.0001476898032706,7.69528287491994e-06
76.984,28.678,0.0001327546488028,,,5.2778259487240575e-06,,,,,,7.101436949596973e-08,,-9.413327575202856e-07,-9.133881349043804e-07,8.146578238665825e-07,8.693336894793902e-06
76.994,28.678,5.489270552061498e-05,,,-3.60804665433534e-06,,,,,,-1.8765800291475898e-07,,9.094522283703554e-06,-3.972410468122689e-06,0.0003604401135817,0.0001013786604744
77.005,28.678,-1.9015617453987943e-06,,,3.873653622576967e-05,2.4859244149411097e-05,,,,,-1.6103374491649447e-06,,8.72279429131595e-07,9.344825230073184e-06,0.0004416757146827,7.030313281575218e-05
77.015,28.678,-2.371068376305629e-06,,,,,2.760976349236444e-05,,2.0222720195306465e-05,,2.3067300389811862e-06,,1.62453197845025e-05,2.2718093077855883e-06,2.041501647909172e-05,8.491564585710876e-06
77.026,28.678,6.4752480284369085e-06,,,7.840145553927869e-05,,,,2.163116005249321e-05,,1.3336281199372024e-06,,2.5311138074357586e-07,9.907413186738268e-06,0.0004593821940943,1.6744123058742844e-05
77.036,28.678,1.5943935068207793e-05,,,-1.696241452009417e-05,,2.191209750890266e-05,,,,9.376984053233173e-06,,7.391636245301925e-06,1.4447494322666898e-05,0.0001169475144706,0.0001335191336693
77.046,28.678,0.0001209773690789,,,6.531911640195176e-05,,2.0654617401305583e-05,,,,5.460822194436332e-06,,4.119236109545454e-06,1.6662470443407074e-05,1.3997821952216327e-05,3.714558624778874e-05
77.057,28.678,-9.903616955853067e-06,,,2.4318387659150176e-05,,,,,,-3.322567465602333e-07,,1.1392236956453416e-05,2.672330083441921e-05,0.0002850053424481,7.422646012855694e-05
77.067,28.678,-7.66529319662368e-06,,,1.2829788829549216e-05,,4.039820851176046e-05,,2.276107079524081e-05,,1.560530836286489e-05,,5.157463419891428e-06,-6.626479489568737e-07,2.93478569801664e-05,1.5784627976245247e-05
77.078,28.678,4.839977918891236e-06,,,0.0001001083583105,,4.039820851176046e-05,,1.3139789189153817e-05,,-1.54728604684351e-06,,6.146788564365124e-06,1.1331190762575716e-05,0.0006595695158466,1.905567842186429e-05
77.088,28.678,-3.1395895803143503e-06,,,,,,,,,1.1820982763310894e-05,,4.636577614292037e-06,6.9220450313878246e-06,6.817746179876849e-05,2.191831526943133e-06
77.098,28.678,1.006941693049157e-05,,,1.0787003702716902e-05,,,,,,7.846621883800253e-06,,1.0972436939482575e-05,8.568123121222015e-06,4.855951192439534e-05,1.7274449419346638e-05
77.109,28.678,7.423248916893499e-06,,,3.6985904444009066e-05,,2.4536342607461847e-05,,,,8.22750553197693e-06,,4.328399427322438e-06,1.0454407856741454e-05,-3.431576260481961e-05,8.59204646985745e-06
77.119,28.678,2.697125091799535e-05,,,,,,,1.6619440430076793e-05,,-1.341644656349672e-05,,4.032382094010245e-06,-4.654770236811601e-06,-1.7471065802965313e-05,0.0001206216547871
77.129,28.678,3.118582026218064e-05,,,,5.383074676501565e-05,,,,,7.186004495451925e-06,,1.2013460946036504e-05,2.563441194070037e-05,0.0001755586999934,5.87481954426039e-05
77.14,28.678,9.06260629562894e-06,,,8.544616866856813e-05,,,,,,1.3443098396237474e-05,,5.779672846983885e-06,9.229078727912564e-07,3.3425905712647364e-05,9.783650966710413e-06
77.15,28.678,2.272903293487616e-05,,,,,,,2.2980997528065927e-05,,1.7700051103020087e-05,,1.611650259292219e-05,4.315262231102679e-06,4.837150845560245e-05,9.12222640181426e-06
77.161,28.678,7.172524783527479e-05,,,2.8090691557736136e-05,,,,,,1.2585306649270931e-05,,5.692970262316521e-06,8.02071372163482e-06,2.1232522158243228e-06,0.0001747148053254
77.171,28.678,-3.777861934395333e-07,,,2.552934347477276e-05,,,,,,3.557329932846187e-07,,2.346572728129104e-06,4.796129815076711e-06,0.0003204274980816,1.832768612075597e-05
77.181,28.678,0.0001334513508481,,,3.935413133149268e-07,,,,,,5.915162091696402e-06,,1.2266311387065798e-05,1.0198342351941392e-05,-2.106530700984877e-05,6.908959039719775e-05
77.192,28.678,3.200776700396091e-05,,,1.759070801199414e-05,,1.4799018572375644e-05,,,,2.059176040347665e-06,,5.956525001238333e-06,5.056321697338717e-06,-9.38454718379944e-07,0.0001718789426377
77.202,28.678,1.4523726349580102e-05,,,,,,,1.9243248971179128e-05,,-2.838493401213782e-06,,7.098886726453202e-06,7.985479896888137e-06,0.0003327276499476,3.9582700992468745e-06
77.213,28.678,8.445934327028226e-06,,,2.4463754016323943e-05,2.8233536795596592e-05,,,,,4.756753696710803e-06,,3.276728193668532e-06,4.867945335718105e-06,0.0006822193972766,0.00015928245557
77.223,28.678,4.933374839311e-06,,,,6.256455526454374e-05,2.5842477043624967e-05,,,,9.917625902744476e-06,,8.739196346141398e-06,6.001614110573428e-06,0.0003393197257537,8.698190504219383e-05
77.233,28.678,2.518476139812265e-05,,,1.9877386876032688e-05,,,,,,-3.251524503866676e-06,,-4.674490128309117e-07,3.5566470160119934e-06,0.0003717802464962,1.2366313058009837e-05
77.244,28.678,7.415623258566484e-05,,,-2.091092392220162e-05,,,,,,1.0589813427941408e-05,,8.971134775492828e-06,7.331214419536991e-06,0.0003594773297663,8.408163012063596e-06
77.254,28.678,0.0001575859496369,,,0.0004764155310112,,,,3.9114525861805305e-05,,1.4271412510424852e-05,,1.08118820207892e-05,7.381698651443003e-06,-3.5493267205310985e-05,1.769578011590056e-05
77.264,28.678,0.0001172770644188,,,5.827882341691293e-05,,2.106487227138132e-05,,,,1.3749324352829715e-05,,1.1312466085655616e-05,1.1559901395230554e-05,0.0005675504799,3.2194842788157985e-05
77.275,28.678,,,,2.6906283892458305e-05,,4.151238681515679e-05,,,,1.3753851817455145e-06,,-1.7211164049513172e-06,3.864357495331205e-06,0.0003596536698751,1.7090331311919726e-05
77.285,28.678,-1.1655636626528576e-05,,,4.1568619053578e-05,,,,,,1.7365940720992512e-06,,6.075233159208437e-06,9.917998795572205e-07,0.0003640445647761,1.731840347929392e-05
77.296,28.678,8.831678132992238e-05,,,7.04706371834618e-06,,,,1.4019043192092797e-05,,1.3738279449171388e-05,,-1.4073775673750788e-06,8.07940523372963e-06,0.0001549352018628,7.377850124612451e-06
77.306,28.678,-4.405360868986463e-06,,,,1.9522422007867132e-05,,,,,3.6881160667689983e-06,,-1.5174923646554817e-05,5.852160029462539e-06,0.0003829163615591,1.2083638466720004e-05
77.316,28.678,7.909073246992193e-06,,,,,,,,,9.384053555550054e-06,,-1.005596095637884e-05,8.4269913713797e-06,4.28959283453878e-05,6.529854726977646e-05
77.327,28.678,3.985412331530824e-05,,,5.019467789679766e-05,,,,,,6.806497367506381e-06,,-6.855162268948334e-07,2.19337653106777e-05,1.2305798009037971e-05,9.89973486866802e-05
76.963,28.688,-1.401997451466741e-06,,,1.6721609426895157e-05,2.6086790967383425e-05,,,1.6854866771609522e-05,,-9.70926703303121e-06,,8.466414556096424e-07,2.721280679907068e-06,3.4932178095914423e-05,1.831088047765661e-05
76.974,28.688,9.281147868023254e-06,,,-3.046459096367471e-05,,,,,,-3.0875853553880006e-06,,3.781360646826215e-07,8.40321990835946e-06,0.0004636034718714,0.0009947083890438
76.984,28.688,5.279535980662331e-05,,,8.468986925436184e-05,1.8831548004527576e-05,,,2.0241724996594712e-05,,,,7.020104931143578e-06,4.3577773567449196e-07,0.0001010769774438,2.499496804375667e-05
76.994,28.688,1.0279331036144868e-05,,,,,2.530841447878629e-05,,1.6040470654843375e-05,,-2.6368384169472847e-06,,6.910802767379209e-06,-5.584872724284651e-06,0.000256405910477,2.110291643475648e-05
77.005,28.688,3.724022826645523e-05,,,3.634273889474571e-05,,3.503053085296415e-05,,2.2311758584692143e-05,,-1.1695509783749005e-05,,2.467562353558605e-06,6.717842097714311e-06,0.0001115969425882,1.5321002138080075e-05
77.015,28.688,-1.7716472484607948e-06,,,-1.696241452009417e-05,1.659255394770298e-05,,,1.3214295904617757e-05,,-1.6073141523520462e-05,,-3.1802851481188554e-06,1.981994682864752e-05,5.537115430342965e-05,2.610143383208197e-05
77.026,28.688,5.347800197341712e-06,,,1.5223283298837488e-05,2.8339953132672235e-05,,,,,1.3185624993639069e-05,,2.76593777925882e-06,3.963038125220919e-06,0.0001292878587264,8.103875188680831e-06
77.036,28.688,1.767876347003039e-05,,,0.0001737870043143,2.4859244149411097e-05,,,2.029684947046917e-05,,8.567809345549904e-06,,2.2464953417511424e-06,6.766017122572521e-06,4.533127139438875e-05,4.068338239449077e-05
77.046,28.688,-1.9953504306613468e-06,,,0.0001099929650081,,2.760976349236444e-05,,,,-1.2040850378980394e-05,,-8.988076842797454e-07,1.1331190762575716e-05,4.204387732897885e-05,5.950530248810537e-05
77.057,28.688,3.535208816174418e-05,,,2.356195545871742e-05,2.5919445761246607e-05,,,2.163116005249321e-05,,-1.2415473975124767e-05,,-1.0701880455599166e-05,1.801955659175292e-05,4.65935590909794e-05,0.0001162189000751
77.067,28.688,2.860631866496988e-05,,,,,,,9.781232620298397e-06,,9.863326795311878e-07,,1.13480600703042e-05,3.8526039247699373e-07,2.4331735403393395e-05,1.2751798749377484e-05
77.078,28.688,-5.642545147566125e-06,,,9.84159778454341e-05,,,,2.498387766536325e-05,,7.50567141949432e-06,,4.724079190054908e-06,1.570297172293067e-05,0.0002817250788211,2.140863580279984e-05
77.088,28.688,6.21146900812164e-05,,,,,4.039820851176046e-05,,,,2.2253411771089304e-06,,1.0360775377193931e-05,2.4576344003435224e-05,6.0989605117356405e-05,0.0001528047723695
77.098,28.688,8.86682937562e-06,,,,,4.039820851176046e-05,,,,-5.16951467943727e-06,,-5.070216957392404e-06,8.94739173418202e-07,-2.803328425216023e-05,7.615122740389779e-05
77.109,28.688,5.061367005509965e-07,,,6.889135693199933e-05,7.324095349758863e-05,,,,,-3.7375141346274177e-06,,1.1722837371053174e-05,1.536033596494235e-05,0.0005006067221984,1.6572563254158013e-05
77.119,28.688,-5.42753332410939e-06,,,-6.7780106292048e-06,2.3961472834344025e-05,,,2.4337266950169575e-05,,-1.7077770735340891e-06,,1.0577185094007293e-05,1.7707601728034206e-05,2.3976848751772195e-05,1.950830119312741e-05
77.129,28.688,,,,7.265677140821936e-06,4.019916377728805e-05,2.6399582566227764e-05,,,,1.6599404261796735e-05,,-1.1080358035542304e-06,1.1233117220399436e-05,3.8676473195664585e-05,1.9289016563561745e-05
77.14,28.688,7.279980491148308e-05,,,,3.4999426134163514e-05,2.723859324760269e-05,,2.2999935026746243e-05,,6.134967406978831e-06,,8.422065548074897e-06,1.3490135643223766e-05,0.0005868463194929,1.4189290595822968e-05
77.15,28.688,3.0864684958942235e-05,,,0.0001363631890853,1.6716725440346636e-05,,,1.6619440430076793e-05,,9.72835459833732e-06,,6.894954822200816e-06,-4.143379555898719e-06,0.000210718033486,9.916885755956172e-05
