longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.316,28.502,-1.1614844879659358e-05,2.618661710585002e-05,2.092340946546756e-05,2.4118018700391985e-05,3.3832046028692275e-05,3.064098200411536e-05,,,1.5952313333400525e-05,2.4484366804244928e-05,,3.061916140723042e-05
77.327,28.502,-1.407164290867513e-05,2.5235458451788872e-05,3.533685230650008e-06,6.0691214457619935e-05,,0.000341062201187,,,8.190253311113338e-07,6.759385723853484e-05,,
76.891,28.512,7.642462878720835e-05,2.8338972697383724e-05,6.4309010667784605e-06,1.840360346250236e-05,,0.0002631512470543,,,-1.007482387649361e-05,2.199192749685608e-05,,1.4604404896090273e-05
76.901,28.512,-1.3820342246617656e-05,2.355655124119949e-05,9.857685654424133e-06,2.653206138347741e-05,4.006769449915737e-05,3.001670484081842e-05,,,7.927726073830854e-06,4.847128002438694e-05,,2.013276935031172e-05
76.922,28.512,0.0001287789782509,,1.96777873497922e-05,2.5760452899703523e-06,4.05302744184155e-05,6.119468162069097e-05,,,-4.782591076946119e-06,,,1.082042854250176e-05
76.932,28.512,-1.4933759473478858e-07,,1.3706948266190013e-05,1.7494365238235332e-05,2.986127401527483e-05,6.642309745075181e-05,,,7.477686722268118e-06,2.6947513106279075e-05,,1.5450634236913174e-05
76.943,28.512,3.344943979755044e-05,1.914056520035956e-05,5.482202141138259e-06,9.303843398811296e-06,,5.8528319641482085e-05,,,6.452354682551231e-06,4.685046951635741e-05,-1.6325229807989672e-05,4.693671871791594e-05
76.953,28.512,5.227731890045106e-05,1.7797188775148243e-05,1.1064524869652814e-06,6.661898169113556e-06,,6.903552275616676e-05,,,7.88844954513479e-06,1.86773559107678e-05,,1.2781268196704332e-05
76.963,28.512,-1.153756875282852e-05,2.758813207037747e-05,7.142466984078055e-06,4.345373326941626e-06,,2.301675885973964e-05,,,1.2383738976495806e-05,4.014152000308968e-05,-1.568046172906179e-05,3.197187470505014e-05
77.098,28.512,,,1.1334335795254448e-05,0.0001063344170688,3.182566069881432e-05,3.847389234579168e-05,-1.3167412362236064e-05,,1.0472542726347456e-06,8.280689507955685e-05,-1.6526271792827174e-05,1.8096277926815677e-05
77.109,28.512,,2.154893627448473e-05,1.1523842658789364e-05,1.327103473158786e-05,4.7002729843370616e-05,1.9715525922947563e-05,,,-5.182658242119942e-06,1.988646727113519e-05,-2.9095212994434405e-06,1.4081324479775503e-05
77.119,28.512,0.0001534009788883,,-2.122588557540439e-05,1.8243295926367864e-05,,7.645277219126001e-05,1.374330804537749e-05,,-4.62650905319606e-06,2.3979166144272316e-05,-2.342780680919532e-05,1.5543655536021106e-05
77.129,28.512,1.0730297361760677e-07,2.9935377824585885e-05,1.9601966414484195e-05,1.8237067706650123e-05,,0.0001825493236538,,,2.563665930210845e-06,5.302133649820462e-05,-8.060581421887036e-06,1.659478948567994e-05
77.14,28.512,-2.0709441741928455e-05,2.9884680770919655e-05,2.3900880478322503e-05,1.5344927305704914e-05,,1.1144006748509128e-05,,,8.476550647174008e-06,7.911551801953465e-05,-1.613755193830002e-05,1.9416007489780892e-05
77.15,28.512,-1.754088771122042e-05,,1.217278895637719e-05,6.117377324699191e-06,3.5183493309887126e-05,0.0002349697897443,,,9.265056178264786e-06,3.216729965060949e-05,,
77.161,28.512,-1.8232389265904203e-05,2.309326191607397e-05,1.2069542208337223e-05,1.1208667274331674e-05,0.0001136712817242,6.405059684766456e-05,,,-2.2922679363546195e-06,8.255033026216552e-05,,2.0370214770082384e-05
77.171,28.512,2.3446355044143274e-05,3.0400291507248767e-05,1.980627712327987e-05,1.682077163422946e-05,,0.0002095981326419,,,-3.40017300004547e-06,1.818445161916316e-05,,1.5107582839846144e-05
77.181,28.512,-9.067799510376062e-06,2.821668931574095e-05,1.2151733244536445e-05,-6.755275080649881e-06,,4.366161010693759e-05,,,-1.7021160374497413e-06,0.0001153437697212,-1.07772038973053e-05,2.2382773749995977e-05
77.192,28.512,6.383119762176648e-05,2.4054059394984503e-05,1.0976506928273013e-05,1.2176687050668988e-05,4.615138823282905e-05,8.225261990446597e-05,,,6.53557265195559e-07,,,
77.202,28.512,-1.875298949016724e-05,2.16024254768854e-05,2.4522567400708795e-05,1.2665473150264006e-05,,0.0001278514973819,,,-5.01883368997369e-06,2.717982351896353e-05,-6.170376764202956e-06,1.5979574527591467e-05
77.213,28.512,-1.2904577033623357e-06,2.457942537148483e-05,6.933526037755655e-06,2.6197927581961267e-05,3.475093762972392e-05,0.0001284844911424,,,2.7809603579953546e-06,2.6979596441378817e-05,,2.2817641365691088e-05
77.223,28.512,4.2489077713980805e-06,1.536674244562164e-05,1.5280291336239316e-05,7.428067419823492e-06,0.0001113230609917,7.950188592076302e-05,,,-1.7100612694775918e-06,,,1.953523860720452e-05
77.233,28.512,8.104735024971887e-05,1.536674244562164e-05,1.3975920410302932e-05,2.9702393931074766e-06,3.7528396205743775e-05,5.110016718390398e-05,,,-2.214708729297854e-06,,,1.3189004675950857e-05
77.244,28.512,-1.367691220366396e-05,2.752676846284885e-05,-5.959528607490938e-06,9.187609975924715e-06,0.0001039182898239,2.336436591576785e-05,-9.11955885385396e-06,,3.083705905737588e-06,4.938545316690579e-05,-1.3272961950860918e-05,4.626957161235623e-05
77.254,28.512,-5.737357696489198e-06,3.27055822708644e-05,1.3621927791973576e-05,1.5435967725352384e-05,6.528849189635366e-05,6.851921352790669e-05,-3.610921567087644e-06,,2.806724978654529e-06,3.656171975308098e-05,,2.188176586059853e-05
77.264,28.512,-6.435704108298523e-06,,2.2039223040337674e-05,4.774600256496342e-06,7.099343201844022e-05,5.484843495651148e-05,-5.102060185890878e-06,,8.49608170483407e-08,1.67833950399654e-05,,2.188176586059853e-05
77.275,28.512,3.870396176353097e-05,,2.7843891530210385e-06,2.600131847430021e-05,,7.796011777827516e-05,,,5.1247307055746205e-06,2.1604058929369785e-05,,2.6210460418951698e-05
77.285,28.512,0.0001143254121416,2.5717983589856885e-05,4.006362814834574e-06,9.210098141920753e-06,0.0001392346457578,0.0001056473411154,,,3.976629614044214e-06,9.267342829843984e-05,-1.1457163964223582e-05,
77.296,28.512,0.0001220277918037,2.678912278497592e-05,-1.5311120478145313e-06,1.675918792898301e-05,3.58054785465356e-05,6.60424557281658e-05,-1.4502146768791135e-05,,-5.332937234925339e-06,3.739934982149862e-05,-2.044089706032537e-05,
77.306,28.512,-1.1825481124105863e-05,2.344548192922957e-05,1.0582034519757144e-05,7.465578619303415e-06,4.021438871859573e-05,9.14725533220917e-05,,,4.195414021523902e-06,3.836485848296434e-05,-2.5854766136035323e-05,6.941007450222969e-05
77.316,28.512,,,,8.070564035733696e-06,,1.9581035303417597e-05,,,-7.048650445540261e-07,2.2893678760738112e-05,-8.808311577013228e-06,
77.327,28.512,-1.5442938092746772e-05,2.3551958292955533e-05,9.510146810498554e-06,-2.3209468054119498e-06,3.843607191811316e-05,8.560756396036595e-05,,,-2.0416998722794237e-06,4.198310853098519e-05,,
77.337,28.512,3.890592051902786e-05,2.0997007595724423e-05,1.185485871246783e-05,1.1712691957654895e-05,8.073635399341583e-05,0.0001877532777143,,,9.906800187309273e-06,,-2.1562831534538415e-05,1.402826455887407e-05
76.891,28.522,-1.5691579392296262e-05,2.320010753464885e-05,3.610704152379185e-05,1.38002551466343e-05,,1.8170940165873617e-05,,,-1.9264475668023806e-06,,-1.077016167982947e-05,3.371533966856077e-05
76.901,28.522,6.030037911841646e-05,2.2594658730668016e-05,1.2942146895511542e-05,1.942261769727338e-05,6.090158785809763e-05,0.0002478304086253,-5.911246262257919e-06,,7.477686722268118e-06,,-2.4974517145892605e-05,1.264636557607446e-05
76.911,28.522,-8.528302714694291e-06,3.5071076126769185e-05,1.61223561008228e-05,5.49437572772149e-06,3.997319072368555e-05,0.0001094527906388,2.642829713295214e-06,,3.0741407499590423e-06,1.1521600754349492e-05,-1.568046172906179e-05,3.344996366649866e-05
76.922,28.522,0.0001018012844724,2.8501313863671385e-05,-1.606497426109854e-05,1.092957290893537e-06,5.472596239997074e-05,1.7618263882468455e-05,,,7.88844954513479e-06,7.657452806597576e-05,,2.013276935031172e-05
76.932,28.522,,2.0686951756943017e-05,-9.122175583797798e-07,9.009413588501047e-06,8.03118891781196e-05,0.0001078272980521,,,1.2383738976495806e-05,1.3287895853864027e-05,-1.7277305232710205e-05,2.013276935031172e-05
76.943,28.522,8.918734238250181e-05,,6.705741952828248e-07,3.626722218541545e-06,1.7815196770243347e-05,0.0001739395956974,,,-7.542550065409159e-06,4.3585419916780666e-05,-2.8173426471767016e-05,
76.953,28.522,,2.289164149260614e-05,-7.478749466827139e-06,2.1300198568496853e-05,2.453971865179483e-05,1.5991001419024542e-05,,,5.142142981640063e-06,2.4768616640358232e-05,-1.0030226803792177e-05,1.082042854250176e-05
76.963,28.522,-3.1476158710574964e-06,2.1442989236675203e-05,1.0233269676973578e-05,-1.1175857252965216e-06,7.319883297896013e-05,6.190181011334062e-05,,,-3.402788095741016e-08,2.6947513106279075e-05,-1.6530442735529505e-05,1.5450634236913174e-05
76.974,28.522,,1.914056520035956e-05,2.1180225303396583e-05,4.086184344487265e-05,6.480514275608584e-05,0.0001305324112763,,,1.234934552485356e-05,2.88227092823945e-05,,2.0322133423178457e-05
76.984,28.522,-9.642682016419712e-06,1.7797188775148243e-05,1.2497328498284332e-05,3.3242877179873176e-06,3.680805457406677e-05,4.114627517992631e-05,,,-3.885917521984084e-06,3.644952812464908e-05,-1.573425470269285e-05,1.6467864043079317e-05
76.994,28.522,,3.381543137948029e-05,-1.1961792552028784e-05,7.519785140175372e-05,,5.820378282805905e-05,,,5.120014520798577e-06,3.391913924133405e-05,,
77.005,28.522,-1.8487355191609826e-05,,3.582788394851377e-06,1.3346225387067534e-05,2.795218642859254e-05,0.000113112051622,,,5.6368385230598506e-06,2.2383896066457964e-05,,
77.015,28.522,3.94348353438545e-05,2.6411329599795863e-05,-2.65357994067017e-06,7.771222044539172e-06,2.692281304916833e-05,0.0001911716390168,,,3.931159426429076e-06,6.426158506656066e-05,,2.603412212920375e-05
77.057,28.522,-1.494448952144012e-05,2.513847175578121e-05,-3.0482626698358217e-06,2.0100773326703347e-05,,7.871390698710456e-05,,,6.044563633622602e-06,8.186061313608661e-05,-1.7767195458873175e-05,
77.067,28.522,-5.623665856546722e-06,,5.912932920182357e-06,1.2530015737866051e-05,4.639538019546308e-05,8.45185641082935e-05,,,4.5222827793622855e-06,2.1846499294042587e-05,,2.0307434169808403e-05
77.078,28.522,7.681578426854685e-05,2.3229647922562435e-05,1.2747952496283688e-05,9.187102477881126e-06,3.754873978323303e-05,6.7021137510892e-06,1.395648087054724e-05,,5.764736215496669e-06,2.1420999473775737e-05,,5.377066918299533e-05
77.088,28.522,-2.2285319573711604e-05,,3.595759835661738e-06,1.836854244174901e-05,3.551960617187433e-05,4.1416722524445504e-05,,,8.183656063920353e-06,,-1.361001795885386e-05,1.5581406842102297e-05
77.098,28.522,6.47709566692356e-06,2.6776686354423877e-05,1.1157932021887971e-05,2.2405907657230276e-05,7.885763625381514e-05,4.818737579626031e-05,,,-2.4489863790222444e-06,2.0544468497973867e-05,-4.025950693176128e-05,1.2500741831900086e-05
77.109,28.522,1.0730297361760677e-07,2.6776686354423877e-05,2.3533850253443237e-05,4.812542556464905e-06,2.4281169316964224e-05,5.185041300137527e-05,,,5.763838089478668e-06,4.969406654709019e-05,,
77.119,28.522,-1.3143261639925186e-05,2.3800308554200456e-05,5.423489710665308e-06,1.2694536962953862e-05,,0.0001025692981784,,,-6.555781055794796e-07,2.816902633639984e-05,,1.4978149010858031e-05
77.129,28.522,-4.1557364056643564e-06,,1.8797197753883663e-06,1.786485154298134e-05,,6.670941365882754e-05,,,8.139482815749943e-06,2.7707326808013025e-05,-1.07772038973053e-05,1.6017544112401083e-05
77.14,28.522,3.395733438082971e-05,2.154893627448473e-05,1.889915802166797e-05,1.798245989448333e-06,4.931207513436675e-05,2.83413191937143e-06,,,3.723942199940211e-06,0.0001615133369341,-1.3350946574064436e-05,1.4081324479775503e-05
77.15,28.522,-1.7632564777159132e-05,,-2.364673719057464e-06,-8.549473591301648e-07,,1.5769433957757428e-05,,,-1.1978240763710346e-06,2.3979166144272316e-05,,1.5543655536021106e-05
77.161,28.522,-5.192792400521284e-07,2.9935377824585885e-05,1.2869376405433286e-05,4.746952072309796e-06,7.290701614692807e-05,3.5704399579117307e-06,-3.610921567087644e-06,,-9.603024864190957e-07,5.302133649820462e-05,-2.2895912479725663e-05,1.3634257811645512e-05
77.171,28.522,0.0001364641648251,3.4094122383976355e-05,1.008503204502631e-05,9.231597687175965e-06,2.070800110232085e-05,6.364323053276166e-05,-1.0751191439339893e-05,,6.074104476283537e-06,2.162924283766188e-05,-1.3380355994740968e-05,3.3613865525694564e-05
77.181,28.522,-3.270588194936863e-06,,1.3252647477202116e-05,1.0848413694475312e-05,6.87904393998906e-05,2.397298339928966e-05,,,1.0346720046072733e-05,3.4523505746619776e-05,,
77.192,28.522,-1.2904577033623357e-06,,4.346223704487784e-06,1.4616502994613256e-05,0.0001413034333381,3.356554952915758e-05,,,-4.859669388679322e-06,2.4114176994771697e-05,,
77.202,28.522,3.662299059215002e-05,2.821668931574095e-05,2.2733313016942706e-05,2.158869756385684e-05,,9.7347574410378e-06,-1.1578492376429494e-05,,5.506872639671201e-06,2.445336212986149e-05,-3.8324680645018816e-05,
77.213,28.522,-6.62145612295717e-06,2.112095899065025e-05,8.281631380668841e-06,1.078507921192795e-05,1.720971158647444e-05,2.588479219411965e-05,,,3.083705905737588e-06,2.2448712115874517e-05,,2.864785528799985e-05
77.223,28.522,6.362270596582675e-06,2.552678961365018e-05,1.861930059021688e-06,8.53162600833457e-06,,0.0002486297744326,,,2.806724978654529e-06,2.573700840002857e-05,,4.553807229967788e-05
77.233,28.522,8.34312304505147e-05,2.16024254768854e-05,1.825402819122246e-06,1.1620588338701054e-05,4.5637298171641305e-05,2.843456604750827e-05,-9.351863809570204e-06,,4.768899088958278e-06,2.717982351896353e-05,-1.1457163964223582e-05,
77.244,28.522,7.697556429775432e-05,2.8891314286738637e-05,1.1135130989714526e-05,1.6642963601043448e-05,,7.898285730334464e-06,,,3.5587261209002463e-06,,,2.2817641365691088e-05
77.254,28.522,4.882729990640655e-05,1.536674244562164e-05,4.1136922845907975e-06,9.077147296920884e-06,2.3972592316567894e-05,7.808298687450588e-05,,,4.2488077269808855e-06,,-2.175760891987011e-05,1.3779975233774168e-05
77.264,28.522,0.0001198465324705,2.752676846284885e-05,9.23668994801119e-06,1.2544641322165262e-05,,0.0001307418569922,,,1.9524275103322e-06,2.1557258151005957e-05,-2.044089706032537e-05,
77.275,28.522,4.554108818410896e-05,3.27055822708644e-05,3.6954032111680135e-05,6.639587354584364e-06,3.475093762972392e-05,5.050044637755491e-05,-1.3038230463280344e-05,,1.8213895600638352e-06,6.316571671050042e-05,-2.1562831534538415e-05,2.756595677055884e-05
77.285,28.522,,3.27055822708644e-05,4.08013374908478e-06,2.2602636818191968e-05,,0.0001005972080747,,,-1.0738522178144194e-06,2.296644379384816e-05,-1.1699639799189754e-05,2.188176586059853e-05
77.296,28.522,-6.632255463046022e-06,,9.709465302876197e-06,2.109484739776235e-05,,4.515920591074973e-05,,,3.2251273296424188e-06,,,1.6118608982651494e-05
77.306,28.522,4.685375461122021e-05,3.035359077330213e-05,1.8880060451920144e-05,5.39331676918664e-06,,5.229082034929888e-06,,,-4.3904838094022125e-06,4.9008249334292486e-05,,1.6118608982651494e-05
77.316,28.522,-7.37953223506338e-06,3.2150011975318193e-05,8.939985491451807e-06,1.1184013601450715e-05,,3.682230453705415e-05,,,,1.67833950399654e-05,,2.2062422431190495e-05
77.327,28.522,-1.7418154811821296e-06,2.4309334548888728e-05,1.1737822205759583e-05,7.188375457189977e-05,0.0001039182898239,7.408114470308647e-05,,,-1.4011626490173512e-06,1.8206710592494343e-05,-8.856241947796661e-06,
77.337,28.522,3.9840102772359387e-07,2.344548192922957e-05,7.889864718890749e-06,1.4683026165585034e-05,,1.9064736989093944e-05,,,-6.186335781421803e-07,,,2.1588464733213183e-05
76.88,28.531,4.164919664617628e-05,2.881703039747663e-05,7.440339686581865e-06,2.082653554680292e-05,1.264757156604901e-05,,,,3.1068511816556565e-06,2.2994750906946138e-05,-3.084702620981261e-05,1.410401819157414e-05
76.891,28.531,4.6467364882119e-05,,,1.1006884960806929e-05,7.846608787076548e-05,7.018498581601307e-05,,,-7.317981726373546e-06,3.6366694985190406e-05,,2.3762630007695407e-05
76.901,28.531,8.815778710413724e-05,,1.674280792940408e-05,1.5709618310211226e-05,2.1972529793856665e-05,0.0001993052865145,,,4.688512035500025e-06,4.047808397444896e-05,,1.2628377589862794e-05
76.911,28.531,6.861600354568509e-07,2.320010753464885e-05,2.373849383729976e-05,1.8930973965325396e-05,0.0001839645992731,5.8528319641482085e-05,,,-1.1455779969082869e-07,5.308146864990704e-05,-2.7071097065345384e-05,2.865160240617115e-05
76.922,28.531,-1.153756875282852e-05,2.740135278145317e-05,7.4608087743399665e-06,2.1692190784960985e-05,9.729840530781075e-05,0.0002406861603958,,,3.3598337267903844e-06,5.192849857849069e-05,,1.264636557607446e-05
76.932,28.531,4.362195249996148e-05,2.8238640879862945e-05,-3.159102925565094e-05,-1.6651648593324353e-06,3.532516348059289e-05,4.205566801829264e-05,,,3.135977021884173e-05,2.434720954624936e-05,,3.371533966856077e-05
76.943,28.531,-3.1476158710574964e-06,2.8338972697383724e-05,1.3167616998543965e-05,1.6436781152151525e-05,,8.613819227321073e-05,,,3.2910268146224557e-06,8.902765694074333e-05,,2.074363328574691e-05
76.953,28.531,-8.710750080354046e-06,2.355655124119949e-05,5.264070750854444e-06,6.026745722920168e-06,,4.954328323947266e-05,-7.21485730537097e-06,,3.740744318747602e-07,1.7585016394150443e-05,,
76.963,28.531,-1.884302582766395e-05,2.0686951756943017e-05,-1.2043126673688678e-07,1.2087015420547688e-05,3.997319072368555e-05,4.814604471903294e-05,,,6.894542821100913e-06,4.847128002438694e-05,-1.5658930351492018e-05,
76.974,28.531,0.0002556134713813,,1.4978698345657904e-05,8.619467735115904e-06,5.472596239997074e-05,1.604578210390173e-05,,,4.185139914625324e-06,,,1.4429700058826713e-05
76.984,28.531,-2.197733920183964e-05,,,-1.247024101758143e-07,1.7815196770243347e-05,9.061484888661651e-05,,,7.414714673359413e-06,2.4768616640358232e-05,,1.5450634236913174e-05
76.994,28.531,4.554465340333991e-05,1.914056520035956e-05,6.676949851680547e-05,6.2003186940273736e-06,,6.040591688361019e-05,1.395648087054724e-05,,-1.3075056131128804e-06,,,1.5450634236913174e-05
77.036,28.531,-5.875353394912963e-07,2.567899900896009e-05,3.356456090841675e-06,1.6625264834146947e-05,2.986127401527483e-05,0.0001738714345265,,,-1.38213390528108e-05,2.130347456841264e-05,-1.613755193830002e-05,
77.046,28.531,-4.634695415006718e-06,2.7637002858682536e-05,8.388336937059648e-06,1.1558607184269931e-05,,0.0001047238038154,,,5.56620989300427e-06,2.034689714491833e-05,,1.772036739566829e-05
77.057,28.531,1.2008531484752892e-05,3.161599670420401e-05,2.243040216853842e-05,2.1175897927605547e-05,5.9633191995089874e-05,0.0002768743725027,,,1.7540351109346377e-06,2.1764593839179724e-05,-1.4134144294075668e-05,2.4019876946113072e-05
77.067,28.531,-1.292187334911432e-05,3.161599670420401e-05,2.053224534392939e-06,2.22338640014641e-05,,2.0554212824208665e-05,-5.102060185890878e-06,,3.6814087707170975e-06,2.5711407943163067e-05,,1.84088057721965e-05
77.078,28.531,6.859470431663794e-06,2.513847175578121e-05,9.718378350953571e-06,5.998597316647647e-06,,0.0001436314487364,,,6.035985279595479e-06,4.674784213420935e-05,,1.403742135153152e-05
77.088,28.531,4.791058927366976e-06,2.421988392597996e-05,-4.6331635530805215e-05,2.331018549739383e-05,0.0001666739553911,1.718046041787602e-05,,,5.948774742137175e-06,7.255430682562292e-05,-1.6611105820629746e-05,
77.098,28.531,-1.3143261639925186e-05,2.3229647922562435e-05,6.524922355310991e-06,5.055285510024987e-05,,4.808572339243256e-05,,,5.611655069515109e-06,3.460863808868453e-05,,1.4728917449247092e-05
77.109,28.531,,2.955430863949005e-05,2.281463639519643e-05,1.0456166137373657e-06,,1.9967534171883017e-05,1.2902656862934236e-06,,4.817359808839683e-07,5.0306585762882605e-05,-1.0165081221202854e-05,1.965269439097028e-05
77.119,28.531,-1.3848716662323568e-05,,,8.489338506478816e-05,2.2846694264444523e-05,2.7953994504059665e-05,-1.4502146768791135e-05,,3.94720791518921e-06,,-1.6329977370332927e-05,1.238248387380736e-05
