longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.129,28.678,6.163028956507333e-06,1.030801831802819e-05,-3.4395079637761228e-06,4.247447941452265e-05,,1.3134149412508124e-05,
77.14,28.678,-8.968630936578847e-06,1.049688580678776e-05,5.312374923960306e-05,9.953092558134811e-06,,1.1136228749819566e-05,
77.15,28.678,1.7070427929866128e-05,2.2946509488974694e-05,4.429188720678212e-06,,,,
77.161,28.678,-3.708562417159556e-06,2.590528674772941e-05,3.375752567080781e-05,4.310091389925219e-05,-8.468573469144758e-06,0.0001167280206573,
77.171,28.678,5.413558392319828e-05,,5.703657734557055e-06,3.375056621734984e-05,,2.3320102627621964e-05,
77.181,28.678,2.514683046683785e-06,,5.703657734557055e-06,6.4126230427064e-05,2.723470788623672e-05,,
77.192,28.678,2.720043812587392e-05,9.218357263307553e-06,7.917697985249106e-06,7.647981692571193e-05,1.4741947325092042e-06,,
77.202,28.678,2.58756335824728e-05,,,1.0142355677089654e-05,-3.643718628154602e-06,9.746941941557452e-06,
77.213,28.678,1.852287095971405e-05,9.64722130447626e-06,,5.531293572857976e-05,2.256681000289973e-05,7.330944299610563e-06,
77.223,28.678,2.865967871912289e-05,9.835581295192242e-06,6.879143711557845e-06,2.425731327093672e-05,2.14181600313168e-05,7.330944299610563e-06,
77.233,28.678,-2.1146810468053445e-05,1.026904647005722e-05,2.443546873109881e-05,7.770281081320718e-05,-1.6951330508163664e-06,9.257640158466527e-06,
77.244,28.678,1.1807788723672276e-05,3.228805508115329e-05,-7.639509021828417e-06,6.468791980296373e-05,7.284761522896588e-06,,
77.254,28.678,1.982941284950357e-05,1.3368330655794123e-05,3.481005478533916e-06,1.631192208151333e-05,,1.1542571883182973e-05,
77.264,28.678,0.0001025296369334,,-7.005523912084755e-07,2.0180936189717613e-05,,8.102646461338736e-06,
77.275,28.678,0.0001204890286317,1.1400644325476604e-05,-9.451014193473384e-06,2.232976294180844e-05,2.1302976165316068e-06,9.257640158466527e-06,
77.285,28.678,,1.2674746358243285e-05,2.823807881213725e-05,1.3981461961520836e-05,1.1301211088721176e-05,1.5135768080654088e-05,
77.296,28.678,,2.28106200665934e-05,3.707577661771211e-06,1.7509299141238444e-05,-3.232589369872585e-05,1.0982805179082789e-05,
77.306,28.678,9.632613910071086e-06,9.80194909061538e-06,6.293309525062796e-06,1.899636299640406e-05,-2.103137376252562e-06,1.0982805179082789e-05,
77.316,28.678,6.313748144748388e-06,3.062262840103358e-05,7.877212738094386e-06,1.2699674698524175e-05,-7.404719326586928e-07,,
77.327,28.678,1.139871801569825e-05,1.6574211258557625e-05,3.861551886075176e-05,1.6793068425613455e-05,4.039498890051618e-06,8.581880138081033e-06,
76.963,28.688,6.156603194540367e-05,,4.550634548650123e-05,4.514238753472455e-05,,,
76.974,28.688,0.0001573370682308,3.742239641724154e-05,1.0961280167975929e-06,5.102439899928868e-05,1.0360486157878768e-05,1.555607195768971e-05,
76.984,28.688,0.0001081885129678,8.401549166592304e-06,-1.1037959666282404e-06,,-4.354633711045608e-05,1.555607195768971e-05,
76.994,28.688,1.878499642771203e-05,1.2794684153050184e-05,5.733832949772477e-06,1.7181519069708884e-05,1.5666761100874282e-05,1.0298098459315952e-05,
77.005,28.688,3.4937329473905265e-05,9.354624125990084e-06,2.455296453263145e-06,4.886173701379448e-05,-2.456051106491941e-06,1.555607195768971e-05,
77.015,28.688,0.0001256194227607,1.4350269339047372e-05,3.6205403830535934e-06,5.65314621780999e-05,1.6344105461030267e-05,,
77.026,28.688,8.567010809201747e-05,1.6780881196609698e-05,5.608025730907684e-06,4.694507151725702e-05,-4.732823072117753e-05,1.555607195768971e-05,
77.036,28.688,1.7075744835892692e-05,6.50341171422042e-05,6.213156211742898e-06,,-4.3804025153804105e-06,,
77.046,28.688,7.650121551705524e-05,2.3075366698321886e-05,,9.821795174502768e-06,1.970747462110012e-06,1.4526073755405378e-05,
77.057,28.688,-2.8431397822714644e-06,2.115798633894883e-05,4.962230013916269e-05,8.1306578067597e-05,,2.4978178771561943e-05,
77.067,28.688,1.4244475096347742e-05,1.2197677278891206e-05,1.8990554963238537e-05,1.0875301086343823e-05,2.4993789793370524e-06,1.12841407826636e-05,
77.078,28.688,1.8134307538275607e-05,7.478168299712706e-06,-4.390786216390552e-06,2.029732240771409e-05,2.5138400815194476e-05,,
77.088,28.688,2.684264291019645e-05,1.177331796498038e-05,1.9814451661659405e-06,1.3710571693081874e-05,,1.2537221664388198e-05,
77.098,28.688,3.806881431955844e-05,8.855421765474603e-05,,2.4609631509520117e-05,,1.3875257536710706e-05,
77.109,28.688,-3.7349752801674185e-06,8.683165106049273e-06,2.1055071556475013e-05,6.691336602671072e-05,8.332305696967524e-06,1.3875257536710706e-05,
77.119,28.688,1.7852249584393576e-05,1.167501432064455e-05,-2.033994314842857e-05,,1.208224603033159e-05,1.3875257536710706e-05,
77.129,28.688,1.508653713244712e-05,2.3534534193458967e-05,-4.5983838390384335e-06,1.734459146973677e-05,,1.3875257536710706e-05,
77.14,28.688,8.31111719890032e-06,1.4338938854052684e-05,1.432494718756061e-05,,,9.032280104293022e-06,
77.15,28.688,1.337556659564143e-05,1.9768165657296777e-05,,2.6794179575517774e-05,1.1045853170799091e-05,,
77.161,28.688,0.0003521241596899,1.9481398339848965e-05,,2.47973275691038e-05,,8.53086203278508e-06,
77.171,28.688,,,1.1623609452726669e-06,,-1.789429347809346e-06,8.53086203278508e-06,
77.181,28.688,9.145861258730292e-05,1.912452171382029e-05,-7.639509021828417e-06,2.427919025649317e-05,,0.0001136046703322,
77.192,28.688,-8.159552635333966e-06,1.4193484275892844e-05,1.9704575606738217e-06,,2.918999962275848e-05,8.288489880214911e-06,
77.202,28.688,1.4375218597706407e-05,6.713513721479103e-05,-9.940693416865544e-06,3.3224747312488034e-05,-2.9205982627900084e-06,1.0720427781052422e-05,
77.213,28.688,1.1791041288233828e-05,1.6835701899253763e-05,1.1550784620339982e-05,5.4737076425226405e-05,-7.510629984608386e-06,1.1545871529961003e-05,
77.223,28.688,2.071036215056665e-05,1.404059639753541e-05,6.1319251472014e-06,5.108652476337738e-05,-1.210811660712352e-05,1.0720427781052422e-05,
77.233,28.688,8.759733464103192e-05,1.5372766938526183e-05,-5.162656179891201e-06,5.129025157657452e-05,-9.39689653023379e-06,1.0720427781052422e-05,
77.244,28.688,5.265136496745981e-05,,6.293309525062796e-06,1.7475607819505967e-05,-2.2515755517815705e-06,8.964363587438129e-06,
77.254,28.688,0.0001668831973802,9.835581295192242e-06,,5.251255788607523e-05,4.177233222435461e-06,,
77.264,28.688,,1.2728531146422029e-05,4.474408342503011e-06,1.3234634025138805e-05,-2.411931973256287e-06,,
77.275,28.688,0.0002488853642717,1.026904647005722e-05,,2.0561259589158e-05,-5.128392331243958e-06,8.27431576908566e-05,
77.285,28.688,-2.908614533225773e-06,1.2020701433357315e-05,2.1414105049188947e-06,5.254636926110834e-05,2.2959291072766064e-06,,
77.296,28.688,7.017895404715091e-05,1.1111415915365797e-05,6.308509182417765e-05,7.770281081320718e-05,-8.015087473722815e-07,8.235811401391402e-05,
77.306,28.688,1.139871801569825e-05,1.1400644325476604e-05,,6.920425221323967e-05,,8.81180585565744e-06,
77.316,28.688,2.414853952359408e-05,7.994736733962782e-06,,3.0202447305782695e-05,3.793016730924137e-05,8.81180585565744e-06,
77.327,28.688,-2.1327476133592427e-05,1.579989657329861e-05,3.113302454949008e-06,1.168842391052749e-05,-1.098317738978949e-06,8.268960664281622e-05,
76.974,28.698,4.472537693800405e-05,1.32671048049815e-05,,8.414823969360441e-05,,8.81180585565744e-06,
76.984,28.698,1.4531218766933309e-05,2.3885027985670604e-05,9.50334936078434e-07,2.5443165213800967e-05,-3.201049912604503e-05,2.8768330594175492e-05,
76.994,28.698,0.0002036044897977,0.000114490139822,7.917697985249106e-06,8.457407966488972e-05,3.4744430195132736e-06,,
77.005,28.698,0.0001183221829705,2.173196480725892e-05,3.065415057790233e-06,5.3338146244641393e-05,,9.689448052085936e-05,
77.015,28.698,2.4037939510890283e-05,1.3609045709017664e-05,1.5603982319589704e-05,1.8218939658254385e-05,1.3174793821235651e-05,1.0334192666050512e-05,
77.026,28.698,8.220693416660652e-05,1.2794684153050184e-05,5.703657734557055e-06,1.7181519069708884e-05,5.691333626600681e-07,1.0334192666050512e-05,
77.036,28.698,9.522673644823954e-05,1.3513764315575829e-05,1.9814451661659405e-06,1.8667789845494557e-05,1.6387473806389607e-05,1.549867374706082e-05,
77.046,28.698,2.6088391678058542e-05,1.4350269339047372e-05,3.773779326365912e-06,7.18617084203288e-05,-3.6903231830365257e-06,,
77.057,28.698,2.782546744128922e-06,1.2225282262079418e-05,,1.219440218847012e-05,2.254678292956669e-06,,
77.067,28.698,-1.0447913155076094e-05,1.5832943972782232e-05,7.336429462156957e-06,1.633592000871431e-05,,5.957746452622814e-06,
77.078,28.698,2.4866862077033147e-05,1.0555672815826256e-05,1.076231819752138e-05,1.0685504093999045e-05,7.000747700658394e-06,,
77.088,28.698,2.005424175877124e-05,2.115798633894883e-05,2.326619096493232e-06,4.694507151725702e-05,1.5251154763973318e-05,,
77.098,28.698,1.7566309907124378e-05,8.778871233516838e-06,-1.289574925067427e-06,1.2346484254521783e-05,-8.468573469144758e-06,,
77.109,28.698,1.508653713244712e-05,1.0221283446298912e-05,4.7121230295488203e-07,7.000906771281734e-05,9.640329153626226e-06,,
77.119,28.698,8.53731035022065e-05,1.58446746354457e-05,5.638560651277658e-06,3.056489731534384e-05,7.241256753331982e-06,,
77.129,28.698,1.4486798136204015e-05,1.7356853277306072e-05,6.879143711557845e-06,1.3710571693081874e-05,,,
77.14,28.698,0.000148949024151,1.298674578720238e-05,9.681040864961687e-06,4.391229595057666e-06,7.353970431722701e-06,,
77.15,28.698,2.720043812587392e-05,8.855421765474603e-05,-9.873142516880762e-06,4.894262019661255e-05,1.1840869547086186e-06,,
77.161,28.698,,9.652215339883696e-06,,2.09365134651307e-05,-1.6951330508163664e-06,2.4978178771561943e-05,
77.171,28.698,7.592137262690812e-05,2.7730098736356013e-05,,1.4598555935663173e-05,4.454073859960772e-06,,
77.181,28.698,3.448197094257921e-05,1.9337016055942516e-05,2.373745519435033e-05,7.059909694362432e-05,4.797132078238064e-06,,
77.192,28.698,1.1059770486099296e-06,8.922076631279197e-06,3.734535994226462e-06,1.9704280930454843e-05,,,
77.202,28.698,3.46615124726668e-05,1.4973636098147836e-05,1.4054415942155174e-06,1.2571098523039836e-05,2.817200766003225e-05,,
77.213,28.698,8.759733464103192e-05,1.673258884693496e-05,-1.935807858899352e-06,,-3.232589369872585e-05,,
77.223,28.698,0.0001194138021674,8.231451829487924e-06,7.877212738094386e-06,,2.1302976165316068e-06,,
77.233,28.698,0.0002690321125555,1.4193484275892844e-05,,,2.2082590476202317e-06,1.4526073755405378e-05,
77.244,28.698,1.3206848052504938e-05,1.6835701899253763e-05,4.910123152512824e-06,3.43072424584534e-05,-1.2552645785035564e-05,,
77.254,28.698,6.50451984256506e-05,1.0101800398842896e-05,9.568682798999362e-06,2.018388295255136e-05,-5.001546924177092e-06,1.12841407826636e-05,
77.264,28.698,0.0001196187658933,1.5372766938526183e-05,-7.908428187874961e-07,,3.4080826480931137e-06,9.842360668699255e-06,
77.275,28.698,3.2717081921873614e-05,1.2448106645024382e-05,3.113302454949008e-06,5.108652476337738e-05,-5.170361419004621e-06,8.34428192320047e-06,
77.285,28.698,3.407113354114699e-06,1.4496740732283795e-05,-6.688288323175584e-08,2.6806774258147925e-05,-3.5894465781893814e-06,1.6136042177095078e-05,
77.296,28.698,-1.4975543081163778e-06,1.2732562936434988e-05,,1.3234634025138805e-05,2.967148247989826e-06,,
77.306,28.698,7.222955900942907e-05,1.581831747898832e-05,-4.718330274045002e-06,4.6953544369898736e-05,1.1298216122668236e-05,8.288489880214911e-06,
77.316,28.698,-1.4926752555766145e-05,,-9.6404562555108e-07,2.57525134657044e-05,-1.1533002179930918e-06,0.0001167280206573,
76.963,28.707,5.250353933661245e-05,1.6377865904360078e-05,2.4435694285784848e-05,8.696113582118414e-06,2.3706086722086184e-05,2.1360256141633727e-05,
76.974,28.707,-1.2220185453770682e-05,1.385341693094233e-05,,4.940303188050166e-05,,,
76.984,28.707,-1.188962983178499e-06,1.1438699402788188e-05,1.9814451661659405e-06,4.772068859892897e-05,2.9707139219681267e-06,2.1360256141633727e-05,
76.994,28.707,1.7075744835892692e-05,8.49843036121456e-06,,3.734355414053425e-05,1.3174793821235651e-05,,
77.005,28.707,,1.32671048049815e-05,4.440557859197725e-06,,-1.7481948816566728e-05,2.1360256141633727e-05,
77.015,28.707,1.5469093341380358e-05,1.943485222000163e-05,,5.065296136308461e-05,,2.1360256141633727e-05,
77.026,28.707,8.884836461220402e-06,2.3885027985670604e-05,2.1055071556475013e-05,2.5443165213800967e-05,-3.6903231830365257e-06,9.007884727907369e-06,
77.036,28.707,2.0871922970400192e-05,0.000114490139822,7.27103099507076e-07,1.1561392966541462e-05,1.233429429703392e-06,2.1360256141633727e-05,
77.046,28.707,4.7404391807504e-05,1.686089854047168e-05,6.891447355883429e-06,6.320163811324164e-05,1.370173049508594e-05,1.8324204575037584e-05,
77.057,28.707,0.0001881207135738,1.6560397853027098e-05,5.3433050197782e-06,,-1.783694415280479e-06,9.44113271543756e-05,
77.067,28.707,6.163028956507333e-06,1.3513764315575829e-05,-1.289574925067427e-06,1.7595186363905668e-05,1.5251154763973318e-05,1.2106848771509249e-05,
77.078,28.707,8.142447768477723e-06,,6.1319251472014e-06,5.00638343510218e-05,-5.033039997215383e-06,1.2106848771509249e-05,
77.088,28.707,4.242826253175736e-05,1.2225282262079418e-05,6.879143711557845e-06,9.974794920708518e-06,2.2723131678503705e-06,9.54261668084655e-06,
77.098,28.707,0.0002130674984073,2.3075366698321886e-05,3.481005478533916e-06,1.219440218847012e-05,1.9166585843777284e-05,,
77.109,28.707,1.3557656529883388e-05,1.927367338794284e-05,4.474408342503011e-06,9.821795174502768e-06,1.9259017790318467e-05,1.2106848771509249e-05,
77.119,28.707,-6.164024853205774e-06,1.4724474567628931e-05,1.9704575606738217e-06,8.940256520872936e-05,-4.178828476142371e-06,,
77.129,28.707,0.0001114148253691,1.2197677278891206e-05,1.1472432106529595e-06,1.0674374607333448e-05,,,
77.14,28.707,1.2401023923303e-05,1.9612600226537324e-05,-9.451014193473384e-06,2.0377641703817065e-05,2.14355495700147e-05,1.0334192666050512e-05,
77.15,28.707,4.0932947740657255e-05,1.0221283446298912e-05,2.1414105049188947e-06,8.256331057054922e-06,-5.271179475130339e-07,,
77.161,28.707,1.8844893929781392e-05,1.148057617683662e-05,-1.059414898918476e-06,,6.953151114430511e-06,9.29380166780902e-06,
77.171,28.707,1.1791041288233828e-05,1.0325720722903498e-05,6.403644192687352e-07,4.391229595057666e-06,7.284761522896588e-06,,
77.181,28.707,2.22360686166212e-05,1.5025867469375951e-05,4.910123152512824e-06,8.1306578067597e-05,-5.109704034111928e-06,1.359653742838418e-05,
77.192,28.707,1.6780377336544916e-05,9.652215339883696e-06,-4.51499744258399e-08,,-7.635092515556607e-06,,
77.202,28.707,,1.299039740843e-05,2.5934218683687504e-06,4.894262019661255e-05,6.510086677735671e-06,2.1360256141633727e-05,
77.213,28.707,2.0431783923413604e-05,1.563338446430862e-05,-6.688288323175584e-08,0.0001041981959133,,5.957746452622814e-06,
77.223,28.707,8.864147821441293e-05,8.922076631279197e-06,,,4.251263362675672e-06,5.957746452622814e-06,
77.233,28.707,0.0001708966301521,1.9481398339848965e-05,1.5597046512993984e-05,9.539360689814202e-06,-7.404719326586928e-07,,
77.244,28.707,9.632613910071086e-06,2.7584610506892204e-05,3.5176542496628822e-06,5.138495180290192e-05,4.829157205676893e-06,,
77.254,28.707,8.262792835012078e-05,8.231451829487924e-06,4.529469151748344e-06,7.059909694362432e-05,3.2350992569263326e-06,,
77.264,28.707,1.139871801569825e-05,1.5144865756155925e-05,5.606199920293875e-06,1.3642804333358072e-05,,2.4978178771561943e-05,
77.275,28.707,-1.4975543081163778e-06,2.347160261706449e-05,4.567315045278519e-06,9.55595969571732e-05,,,
77.285,28.707,0.0001718534476822,2.590528674772941e-05,2.9674877168872622e-06,4.247447941452265e-05,1.4443451618717518e-05,,
77.306,28.707,4.17963819927536e-05,9.218357263307553e-06,6.416889391402947e-06,1.7475607819505967e-05,-3.211881630704738e-05,5.317127943271771e-05,
77.316,28.707,-6.522262083308306e-06,2.155118636437692e-05,5.132050318934489e-06,,,1.4881944480293896e-05,
76.953,28.717,2.330784627702087e-05,7.810645911376923e-06,1.4649897821072956e-05,2.6954638087772764e-05,2.706562554521952e-06,0.000100922108686,
76.963,28.717,6.401779955922393e-06,3.3011918276315555e-05,4.7121230295488203e-07,,,1.644475014472846e-05,
76.974,28.717,,,9.681040864961687e-06,6.286404823185876e-05,-1.7481948816566728e-05,1.644475014472846e-05,
76.984,28.717,0.0003280353848822,1.0290262252965476e-05,4.605967114912346e-05,2.873662560887169e-05,1.540368543828663e-06,8.997602890303824e-06,
76.994,28.717,1.5469093341380358e-05,1.5377370800706558e-05,6.1319251472014e-06,1.4159838428895457e-05,,,
77.005,28.717,-2.356762536237511e-07,2.0490906535997052e-05,6.1319251472014e-06,8.696113582118414e-06,-3.6903231830365257e-06,,
77.015,28.717,9.6452706202399e-05,1.1438699402788188e-05,3.734535994226462e-06,1.2964145753358023e-05,,,
77.026,28.717,4.7404391807504e-05,1.499424979556352e-05,1.400736528012203e-05,1.994503509195056e-05,8.332305696967524e-06,8.711963164387271e-05,
77.036,28.717,,2.4247354303952307e-05,-1.3342728379939215e-06,3.292654218967073e-05,-5.033039997215383e-06,1.3316015611053444e-05,
77.046,28.717,0.0001117575302487,2.3786584279150705e-05,,7.464578811777756e-05,-7.4133818088739645e-06,,
77.057,28.717,2.1074156393297017e-06,2.064620639430359e-05,6.293309525062796e-06,8.168027125066146e-05,7.799554623488802e-06,1.109727418224793e-05,
77.067,28.717,1.843295649450738e-05,1.3276473509904465e-05,,2.5443165213800967e-05,,1.109727418224793e-05,
77.078,28.717,-8.321270797750913e-06,1.0998152902175208e-05,,,5.198707640374778e-06,,
77.088,28.717,-6.164024853205774e-06,1.6560397853027098e-05,,4.479941708268598e-05,,,
77.098,28.717,0.0003563278005458,3.745350113604218e-05,,0.0001309215731453,7.585637376905652e-06,,
77.109,28.717,-8.159552635333966e-06,3.742239641724154e-05,9.844520718615968e-07,4.514238753472455e-05,7.6187261583982036e-06,1.4385507711267564e-05,
77.119,28.717,4.925499524688348e-05,,4.910123152512824e-06,1.6588806829531677e-05,2.14355495700147e-05,9.44113271543756e-05,
77.129,28.717,,1.5832943972782232e-05,,8.414823969360441e-05,,,
77.14,28.717,1.1059770486099296e-06,,2.530478241169476e-06,6.850315457995748e-06,-1.210811660712352e-05,1.4385507711267564e-05,
77.15,28.717,-1.2626127499970607e-05,1.0555672815826256e-05,1.1471065590740182e-05,8.001157766557299e-06,-2.2515755517815705e-06,,
77.161,28.717,1.997191611735616e-05,8.778871233516838e-06,-4.51499744258399e-08,2.3832084480091e-05,-1.7194293832289986e-05,,
77.171,28.717,0.0001474504970246,1.2896714906673878e-05,4.072076080774423e-06,8.622386303613894e-06,1.1303062819933984e-05,2.8768330594175492e-05,
77.181,28.717,3.333440417918609e-06,9.684390533948315e-06,5.606199920293875e-06,7.18617084203288e-05,2.6526888177613728e-05,,
77.192,28.717,2.240801950392779e-05,1.5094450645847246e-05,3.5176542496628822e-06,5.259305908111856e-05,1.1301211088721176e-05,9.007884727907369e-06,
77.202,28.717,2.238416345790029e-05,1.7356853277306072e-05,5.646244062518235e-06,1.3710571693081874e-05,,,
77.213,28.717,0.0002267063100589,1.298674578720238e-05,4.523901952779852e-05,,2.0700908862636425e-05,9.007884727907369e-06,
77.223,28.717,9.632613910071086e-06,2.7730098736356013e-05,,7.211312185972929e-05,,,
77.233,28.717,2.794149077089969e-05,1.6897087334655225e-05,,,6.442452558985679e-06,9.54261668084655e-06,
77.244,28.717,1.999037885980215e-05,1.5037291632324925e-05,,1.4598555935663173e-05,,,
77.254,28.717,-1.7064405255950987e-05,8.922076631279197e-06,9.647807019064205e-06,1.4210578228812665e-05,,9.54261668084655e-06,
77.264,28.717,1.86157449206803e-05,2.0261210011085492e-05,,2.316368409083225e-05,-1.191328237837297e-06,,
77.275,28.717,2.9316213840502318e-05,2.4618686438770965e-05,9.62471040111268e-06,9.539360689814202e-06,2.681715386643191e-06,1.0334192666050512e-05,
77.285,28.717,0.000126067068777,1.344154225080274e-05,,9.51305810303893e-06,-8.594557584729046e-06,9.29380166780902e-06,
76.963,28.727,0.0001094958861358,8.338038242072798e-06,-5.171223619981902e-06,2.5465024009463377e-05,-8.696420081832912e-06,,
76.974,28.727,0.0002645762870088,1.38549403345678e-05,,8.97308491403237e-05,-2.279455111420248e-05,1.545474697195459e-05,
76.984,28.727,2.782546744128922e-06,7.810645911376923e-06,,1.1380093383195344e-05,-2.457361688357196e-06,8.741975761950016e-06,
76.994,28.727,6.449416105169803e-05,1.949809848156292e-05,,0.0001166129659395,6.728715561621357e-06,1.545474697195459e-05,
77.005,28.727,0.0001218099423567,3.3011918276315555e-05,3.707577661771211e-06,,-8.468573469144758e-06,1.0281856702931693e-05,
77.015,28.727,0.0001255862298421,1.7809625205700286e-05,,1.6846241123857908e-05,-7.417189863190288e-06,,
77.026,28.727,8.12697453511646e-06,1.5377370800706558e-05,1.1472432106529595e-06,6.286404823185876e-05,5.01997783430852e-06,1.3766340998699889e-05,
77.036,28.727,,,,1.3626062354887836e-05,1.208224603033159e-05,1.3766340998699889e-05,
77.046,28.727,2.508118541300064e-06,1.5571613403153606e-05,7.626953788530955e-07,8.696113582118414e-06,1.9166585843777284e-05,9.40223162615439e-06,
77.057,28.727,0.0002395858318777,1.0247067621094176e-05,,1.2964145753358023e-05,-1.6951330508163664e-06,,
77.067,28.727,0.0003222911618649,1.5590481780236587e-05,1.1471065590740182e-05,7.211849151644856e-05,1.2729394256894013e-05,1.278904437640449e-05,
77.078,28.727,9.286346539738588e-06,9.868399502011016e-06,-9.6404562555108e-07,,-1.520099522167584e-05,1.6399091691710055e-05,
77.088,28.727,5.564118328038603e-05,1.3956437214801554e-05,4.529469151748344e-06,5.517095269169658e-05,-7.510629984608386e-06,1.6399091691710055e-05,
77.098,28.727,1.3333464266906958e-05,1.3202261470723896e-05,4.072076080774423e-06,4.772068859892897e-05,2.256681000289973e-05,1.6399091691710055e-05,
77.109,28.727,0.0001027137841447,1.0998152902175208e-05,5.606199920293875e-06,2.7171583496965468e-05,1.9520673959050328e-05,,
77.119,28.727,2.4574610506533645e-05,1.6560397853027098e-05,-5.162656179891201e-06,3.161549830110744e-05,-2.2515755517815705e-06,9.51456695474917e-06,
77.129,28.727,2.032505472016055e-05,1.5103770238056312e-05,,1.7595186363905668e-05,-2.1118592030688887e-06,,
77.14,28.727,2.865967871912289e-05,1.2344956303422803e-05,3.479344513834804e-06,,7.916990398371127e-06,,
77.15,28.727,,2.3075366698321886e-05,4.567315045278519e-06,5.783919277746463e-06,4.413554052007385e-06,1.3316015611053444e-05,
77.161,28.727,1.9312537915539e-05,9.991715160140302e-06,8.410731311414565e-07,4.514238753472455e-05,-1.2552645785035564e-05,1.3316015611053444e-05,
77.171,28.727,0.0001772511022863,1.0817717338795774e-05,9.154374538411504e-07,5.102439899928868e-05,,,
77.181,28.727,0.0001204890286317,1.0555672815826256e-05,6.420722797884082e-07,1.922299088619184e-05,3.2350992569263326e-06,,
77.192,28.727,9.187243995256722e-05,1.097432595997816e-05,5.770805273641599e-06,2.3832084480091e-05,2.0700908862636425e-05,7.640848343726248e-05,
77.202,28.727,9.632613910071086e-06,1.4700292922498193e-05,4.025204179924913e-05,1.0875301086343823e-05,-1.1533002179930918e-06,,
77.213,28.727,-8.376519531339e-07,1.9612600226537324e-05,-7.619803454872454e-07,8.414823969360441e-05,,4.743037061416544e-05,
77.223,28.727,4.832189006265253e-05,6.50341171422042e-05,4.216734851070214e-06,,-3.211881630704738e-05,8.997602890303824e-06,
77.233,28.727,2.515619712539774e-07,1.3637598385685124e-05,,8.869808880263008e-06,1.1298216122668236e-05,,
77.244,28.727,1.86157449206803e-05,1.1384066056052689e-05,-1.0424579386381083e-06,2.09365134651307e-05,,7.273776645888574e-06,
77.254,28.727,2.7042058718507175e-05,1.167501432064455e-05,-1.0677835234673694e-05,7.18617084203288e-05,3.898551221936941e-05,,
77.264,28.727,2.0482057152548805e-05,9.652215339883696e-06,,7.133110193535686e-05,5.191986474528676e-06,2.8768330594175492e-05,
77.275,28.727,0.0001386806688969,1.2172513379482552e-05,,7.000906771281734e-05,-7.0268642957671545e-06,1.5374167560366914e-05,
76.963,28.737,9.522673644823954e-05,1.7694172129267827e-05,-1.0181285688304342e-05,5.462420085677877e-05,4.028499461128376e-06,1.9612245523603636e-05,
76.974,28.737,6.449416105169803e-05,5.584113750956021e-05,1.1472432106529595e-06,4.50518709840253e-05,-2.8248132366570644e-06,1.9612245523603636e-05,
76.984,28.737,2.6708716177381572e-05,1.7528787793708034e-05,1.1471065590740182e-05,1.6851150576258078e-05,,1.9612245523603636e-05,
76.994,28.737,5.792498996015638e-06,1.8213087969343175e-05,,0.0001079389476217,,7.163623195083346e-06,
77.005,28.737,0.0001117575302487,1.812918890209403e-05,,1.7746824596542865e-05,7.175180599006126e-06,1.5348819943028502e-05,
77.015,28.737,8.31111719890032e-06,1.6511932699359022e-05,6.7606069933390245e-06,6.90094821038656e-05,1.208224603033159e-05,0.0001160088650067,
77.026,28.737,0.0001290057407459,1.089014494937146e-05,4.072076080774423e-06,1.6267371393041685e-05,-1.9215449356124736e-05,0.0001405793300364,
77.036,28.737,0.0001072371233021,1.347014131169999e-05,5.606199920293875e-06,2.6104135031346232e-05,-4.724387508758809e-06,0.0001405793300364,
77.046,28.737,1.2263283679203596e-05,1.5090891793079209e-05,4.220409664412728e-06,2.275218503200449e-05,4.797132078238064e-06,,
77.057,28.737,2.3603288354934197e-05,1.5377370800706558e-05,-2.977865960929193e-06,,1.330512714048382e-05,9.951453648682218e-06,
77.067,28.737,1.2350777979008852e-05,1.0788317922560964e-05,-7.908428187874961e-07,,,0.0001655009837122,
77.078,28.737,0.0004555322229862,1.3301306353241673e-05,3.861551886075176e-05,,-2.492062094461289e-06,1.3840167412126902e-05,
77.088,28.737,1.9406215869821608e-05,1.5571613403153606e-05,4.567315045278519e-06,1.736610647640191e-05,-2.2515755517815705e-06,0.0001262504520127,
77.098,28.737,2.88403571175877e-05,8.49843036121456e-06,3.5176542496628822e-06,4.578287644108059e-06,5.521668754226994e-06,2.5410650778212585e-05,
77.109,28.737,1.8844893929781392e-05,2.173196480725892e-05,8.410731311414565e-07,,-5.128392331243958e-06,,
77.119,28.737,1.1386993719497696e-05,1.3956437214801554e-05,1.7447542631998658e-05,2.9506129067158327e-05,2.1302976165316068e-06,1.2139344107708894e-05,
77.129,28.737,3.333440417918609e-06,1.3609045709017664e-05,,3.734355414053425e-05,6.496798050648067e-06,,
77.14,28.737,0.0001183119529741,1.3751899132330436e-05,,4.940303188050166e-05,,,
77.15,28.737,1.3206848052504938e-05,1.6560397853027098e-05,,5.517095269169658e-05,-7.404719326586928e-07,9.930952728609554e-06,
77.161,28.737,0.0003543652128428,9.609647349861916e-06,,1.8667789845494557e-05,-1.1533002179930918e-06,,
77.171,28.737,6.241252776817419e-07,9.354624125990084e-06,6.950792794668814e-07,7.464578811777756e-05,,9.336486255051568e-05,
77.181,28.737,9.632613910071086e-06,0.000114490139822,,3.6808589356951416e-05,,7.73557349020848e-06,
